date,horizon,ic
2001-08-10,1,
2001-08-13,1,
2001-08-14,1,
2001-08-15,1,
2001-08-16,1,
2001-08-17,1,
2001-08-20,1,
2001-08-21,1,
2001-08-22,1,
2001-08-23,1,
2001-08-24,1,
2001-08-27,1,
2001-08-28,1,
2001-08-29,1,
2001-08-30,1,
2001-08-31,1,
2001-09-04,1,
2001-09-05,1,
2001-09-06,1,
2001-09-07,1,
2001-09-10,1,
2001-09-17,1,
2001-09-18,1,
2001-09-19,1,
2001-09-20,1,
2001-09-21,1,
2001-09-24,1,
2001-09-25,1,
2001-09-26,1,
2001-09-27,1,
2001-09-28,1,
2001-10-01,1,
2001-10-02,1,
2001-10-03,1,
2001-10-04,1,
2001-10-05,1,
2001-10-08,1,
2001-10-09,1,
2001-10-10,1,
2001-10-11,1,
2001-10-12,1,
2001-10-15,1,
2001-10-16,1,
2001-10-17,1,
2001-10-18,1,
2001-10-19,1,
2001-10-22,1,
2001-10-23,1,
2001-10-24,1,
2001-10-25,1,
2001-10-26,1,
2001-10-29,1,
2001-10-30,1,
2001-10-31,1,
2001-11-01,1,
2001-11-02,1,
2001-11-05,1,
2001-11-06,1,
2001-11-07,1,
2001-11-08,1,
2001-11-09,1,
2001-11-12,1,
2001-11-13,1,
2001-11-14,1,
2001-11-15,1,
2001-11-16,1,
2001-11-19,1,
2001-11-20,1,
2001-11-21,1,
2001-11-23,1,
2001-11-26,1,
2001-11-27,1,
2001-11-28,1,
2001-11-29,1,
2001-11-30,1,
2001-12-03,1,
2001-12-04,1,
2001-12-05,1,
2001-12-06,1,
2001-12-07,1,
2001-12-10,1,
2001-12-11,1,
2001-12-12,1,
2001-12-13,1,
2001-12-14,1,
2001-12-17,1,
2001-12-18,1,
2001-12-19,1,
2001-12-20,1,
2001-12-21,1,
2001-12-24,1,
2001-12-26,1,
2001-12-27,1,
2001-12-28,1,
2001-12-31,1,
2002-01-02,1,
2002-01-03,1,
2002-01-04,1,0.03276189523985204
2002-01-07,1,0.086997242704003
2002-01-08,1,0.027895446603717483
2002-01-09,1,0.06974244946873333
2002-01-10,1,0.03367596752989645
2002-01-11,1,0.03959240086344746
2002-01-14,1,0.05114304922983168
2002-01-15,1,0.08405573115182306
2002-01-16,1,0.03994545969258064
2002-01-17,1,0.04465527934894534
2002-01-18,1,0.052017690006203376
2002-01-22,1,-0.009168305848382644
2002-01-23,1,-0.0553920575634771
2002-01-24,1,0.029825781092241477
2002-01-25,1,0.06488193116857922
2002-01-28,1,0.10739078614403229
2002-01-29,1,0.0632486465402252
2002-01-30,1,0.1255376367276051
2002-01-31,1,0.01826259318524971
2002-02-01,1,0.16167681597515524
2002-02-04,1,0.10184273828689787
2002-02-05,1,0.029070846394945442
2002-02-06,1,-0.03578321502752066
2002-02-07,1,-0.04872018564370169
2002-02-08,1,-0.047993257744010406
2002-02-11,1,0.10218353991915054
2002-02-12,1,0.01557153458295485
2002-02-13,1,-0.03485970211286408
2002-02-14,1,-0.04855796510396463
2002-02-15,1,-0.05275253344212208
2002-02-19,1,0.05554362319370228
2002-02-20,1,-0.05449747741110779
2002-02-21,1,-0.05998441836402969
2002-02-22,1,0.013957704562224255
2002-02-25,1,0.020709781657459424
2002-02-26,1,0.01681634367318525
2002-02-27,1,-0.11150822894541508
2002-02-28,1,0.06839478420382576
2002-03-01,1,-0.015314286019974017
2002-03-04,1,-0.04575032027108528
2002-03-05,1,-0.19221398280267069
2002-03-06,1,-0.08388433240855747
2002-03-07,1,0.0016621835820795207
2002-03-08,1,-0.08212988633919238
2002-03-11,1,0.005130570952423519
2002-03-12,1,0.05092032618962679
2002-03-13,1,0.005308787952924087
2002-03-14,1,-0.02161296106544956
2002-03-15,1,-0.024511933340872028
2002-03-18,1,-0.0077139031577425
2002-03-19,1,-0.006098312191149521
2002-03-20,1,0.01904294097704227
2002-03-21,1,0.07261075476474328
2002-03-22,1,0.0005620719845903048
2002-03-25,1,0.030839601685281732
2002-03-26,1,-0.002283629363694432
2002-03-27,1,0.047862243748017466
2002-03-28,1,-0.07405108608727423
2002-04-01,1,-0.07160003639919676
2002-04-02,1,0.05668033217031008
2002-04-03,1,-0.00030071196895031327
2002-04-04,1,0.054208086860084534
2002-04-05,1,0.05299736720347879
2002-04-08,1,-0.07995413861036725
2002-04-09,1,-0.03256129186547377
2002-04-10,1,0.01708715541856994
2002-04-11,1,0.15260478753516774
2002-04-12,1,0.04027226423261433
2002-04-15,1,-0.04467931344103776
2002-04-16,1,-0.09397465933374957
2002-04-17,1,0.03536502861528086
2002-04-18,1,0.01821145097163082
2002-04-19,1,0.06194044071098334
2002-04-22,1,-0.055847000253257256
2002-04-23,1,0.09404531669802858
2002-04-24,1,0.04892517722389541
2002-04-25,1,0.0682087145920035
2002-04-26,1,0.07009905851578148
2002-04-29,1,0.11398962874455583
2002-04-30,1,0.023836528681509248
2002-05-01,1,0.001865564853881487
2002-05-02,1,-0.028697534234416316
2002-05-03,1,0.06404706523183977
2002-05-06,1,0.049966441194341814
2002-05-07,1,-0.08070393404564156
2002-05-08,1,0.03421525116916368
2002-05-09,1,0.012357008385682199
2002-05-10,1,0.029038682759662846
2002-05-13,1,0.010324284315097666
2002-05-14,1,0.05471612477250011
2002-05-15,1,-0.10617319696898268
2002-05-16,1,-0.014719553210024149
2002-05-17,1,-0.06449397378213256
2002-05-20,1,-0.03705569181829135
2002-05-21,1,0.000823795230492685
2002-05-22,1,-0.013259004112997057
2002-05-23,1,-0.027218096297346325
2002-05-24,1,-0.00553354806594361
2002-05-28,1,0.045304112838053384
2002-05-29,1,0.07861886578171108
2002-05-30,1,0.029843645383474497
2002-05-31,1,0.051502054177826634
2002-06-03,1,-0.034394120071978986
2002-06-04,1,0.09249910614317086
2002-06-05,1,0.09120751462949189
2002-06-06,1,0.03014850628392385
2002-06-07,1,0.07644508042274827
2002-06-10,1,0.03896629836194578
2002-06-11,1,0.014853016438354386
2002-06-12,1,-0.020113763019511545
2002-06-13,1,0.08127116320142899
2002-06-14,1,-0.02667846534279977
2002-06-17,1,0.06451018764846846
2002-06-18,1,0.11337910815706326
2002-06-19,1,0.007989307272921471
2002-06-20,1,-0.007166652951767992
2002-06-21,1,0.014612763719024095
2002-06-24,1,-0.052222903212949916
2002-06-25,1,0.1002547088485453
2002-06-26,1,0.0266286759876461
2002-06-27,1,0.00818883837434851
2002-06-28,1,-0.006606883971558993
2002-07-01,1,0.010573874627988518
2002-07-02,1,0.047278591456173365
2002-07-03,1,-0.010419864600561296
2002-07-05,1,0.02926276864191201
2002-07-08,1,-0.012555787250331235
2002-07-09,1,0.02374136538883498
2002-07-10,1,-0.06863809505815363
2002-07-11,1,0.044663888968917605
2002-07-12,1,-0.056347239436843916
2002-07-15,1,-0.0046498351761421345
2002-07-16,1,-0.03682748577056838
2002-07-17,1,0.07251441745363428
2002-07-18,1,0.029790400869449295
2002-07-19,1,-0.05593284112499041
2002-07-22,1,0.09754590490210818
2002-07-23,1,0.03484814402753339
2002-07-24,1,0.08197545881405048
2002-07-25,1,-0.0208127215595565
2002-07-26,1,0.002306983147474428
2002-07-29,1,0.08927769063250282
2002-07-30,1,0.08128275128605507
2002-07-31,1,0.020915276431842583
2002-08-01,1,0.023165959291139803
2002-08-02,1,0.03133852153626724
2002-08-05,1,0.05135935828040611
2002-08-06,1,-0.00892513587403544
2002-08-07,1,0.059723268465518564
2002-08-08,1,0.023820370113647755
2002-08-09,1,0.07515812001096586
2002-08-12,1,0.03800515357491079
2002-08-13,1,0.02895913134202917
2002-08-14,1,0.08982881996737484
2002-08-15,1,0.05148063602218999
2002-08-16,1,-0.025104319568457895
2002-08-19,1,-0.001796750752213382
2002-08-20,1,-0.1340473417296628
2002-08-21,1,-0.12082618637770824
2002-08-22,1,0.018897542184598607
2002-08-23,1,-0.11503444436839265
2002-08-26,1,-0.061851245918757125
2002-08-27,1,0.055857316060332673
2002-08-28,1,0.012042437349176186
2002-08-29,1,0.09278684636554246
2002-08-30,1,0.0339940441474623
2002-09-03,1,-0.03377158786805054
2002-09-04,1,0.10209834080697239
2002-09-05,1,0.0036910672709366136
2002-09-06,1,0.08339353890786083
2002-09-09,1,0.04815318460319713
2002-09-10,1,-0.014122365327696848
2002-09-11,1,0.03392279209865873
2002-09-12,1,0.08429115487702672
2002-09-13,1,0.18295644462249036
2002-09-16,1,0.02268084495309575
2002-09-17,1,0.08716313330928918
2002-09-18,1,0.05951649603955215
2002-09-19,1,-0.04132630961642179
2002-09-20,1,0.037186649346397795
2002-09-23,1,0.07952369343154765
2002-09-24,1,0.07411373828902046
2002-09-25,1,0.07072199458896347
2002-09-26,1,0.12518189860115153
2002-09-27,1,0.06359940581612562
2002-09-30,1,0.03832982525349504
2002-10-01,1,0.15529426446672193
2002-10-02,1,-0.017208194126439792
2002-10-03,1,-0.008070046549087146
2002-10-04,1,0.01165012947360988
2002-10-07,1,0.11429599279875341
2002-10-08,1,0.08787378317132705
2002-10-09,1,0.07499841479042597
2002-10-10,1,-0.09123038616742023
2002-10-11,1,-0.007797910959762221
2002-10-14,1,-0.15657607993139513
2002-10-15,1,0.11318184500266198
2002-10-16,1,-0.00885679383871445
2002-10-17,1,0.09157067750802184
2002-10-18,1,-0.03312264581531173
2002-10-21,1,-0.04837404704005297
2002-10-22,1,-0.05854366728535441
2002-10-23,1,-0.1345031569892331
2002-10-24,1,-0.08217508910743998
2002-10-25,1,-0.04701567896777958
2002-10-28,1,0.11239985300934353
2002-10-29,1,-0.020114212393038202
2002-10-30,1,-0.038873327694192404
2002-10-31,1,-0.15224296385715763
2002-11-01,1,-0.21962222345639945
2002-11-04,1,0.02311844300007781
2002-11-05,1,-0.19454839811907876
2002-11-06,1,0.08210291215971321
2002-11-07,1,0.204473308127911
2002-11-08,1,0.15974559917625894
2002-11-11,1,-0.09207986930978178
2002-11-12,1,-0.020962585928251294
2002-11-13,1,-0.13436884188254888
2002-11-14,1,0.002295331932416791
2002-11-15,1,-0.18128527935775637
2002-11-18,1,0.021520830620900353
2002-11-19,1,-0.10653179342009177
2002-11-20,1,-0.18973676890130625
2002-11-21,1,-0.11382843024464757
2002-11-22,1,-0.13059611745031116
2002-11-25,1,-0.09862576297130797
2002-11-26,1,-0.10517183258870946
2002-11-27,1,-0.10296706115490414
2002-11-29,1,-0.014882363423198612
2002-12-02,1,0.09619848777362706
2002-12-03,1,0.06316138810819792
2002-12-04,1,0.10409975654698476
2002-12-05,1,0.12392779558350728
2002-12-06,1,0.16550045597409882
2002-12-09,1,-0.09023520205560503
2002-12-10,1,0.05812842529327626
2002-12-11,1,0.010290520474395904
2002-12-12,1,0.06196298860630527
2002-12-13,1,0.03701354764211068
2002-12-16,1,0.060627194719598945
2002-12-17,1,0.0688665885960614
2002-12-18,1,0.04576669795732268
2002-12-19,1,0.12054885356455908
2002-12-20,1,0.0821403209772824
2002-12-23,1,-0.008731770103565557
2002-12-24,1,-0.09813796595337183
2002-12-26,1,-0.11948483399757251
2002-12-27,1,-0.04186157126813599
2002-12-30,1,-0.1267474451223458
2002-12-31,1,-0.025691435609412817
2003-01-02,1,0.07154731956447896
2003-01-03,1,-0.03042923313447635
2003-01-06,1,-0.004588855619191369
2003-01-07,1,0.050209928089373246
2003-01-08,1,-0.0641746842719255
2003-01-09,1,-0.07328516700276343
2003-01-10,1,-0.05484457613252825
2003-01-13,1,-0.11676310568587776
2003-01-14,1,0.0897335521367353
2003-01-15,1,0.06259206156007698
2003-01-16,1,0.07067363781014964
2003-01-17,1,0.012623374528728583
2003-01-21,1,0.1340146547589524
2003-01-22,1,0.058037722443413375
2003-01-23,1,0.11689649434793634
2003-01-24,1,0.03850145151749973
2003-01-27,1,-0.03347488890837846
2003-01-28,1,0.015408355536993126
2003-01-29,1,0.13470191321598773
2003-01-30,1,0.07626767683995402
2003-01-31,1,-0.05282702405317137
2003-02-03,1,0.11163587535034714
2003-02-04,1,0.10496982067908854
2003-02-05,1,0.08263259420928527
2003-02-06,1,0.0417896877884996
2003-02-07,1,0.029491911446865752
2003-02-10,1,0.14618424156087073
2003-02-11,1,0.08059798589487115
2003-02-12,1,0.016420635079568924
2003-02-13,1,0.024336113467533657
2003-02-14,1,-0.06690989195967745
2003-02-18,1,0.031695386016617415
2003-02-19,1,0.05732897432433296
2003-02-20,1,-0.015936223070051197
2003-02-21,1,0.03457334390570919
2003-02-24,1,0.06926246955991902
2003-02-25,1,0.03281291742088823
2003-02-26,1,-0.05695619878463372
2003-02-27,1,0.02170017678088345
2003-02-28,1,0.02757567529041902
2003-03-03,1,0.14611876618890984
2003-03-04,1,0.05015411366462216
2003-03-05,1,0.08730177073047836
2003-03-06,1,0.002868109552200605
2003-03-07,1,0.09355557498998995
2003-03-10,1,0.0699132480656049
2003-03-11,1,0.0005107330175939484
2003-03-12,1,-0.006073754774607454
2003-03-13,1,0.046980765478378365
2003-03-14,1,-0.17192375890989017
2003-03-17,1,-0.16089370821108456
2003-03-18,1,-0.057381332234116615
2003-03-19,1,0.0027209071915866197
2003-03-20,1,-0.12276463535068118
2003-03-21,1,0.2007390561081329
2003-03-24,1,-0.07993635123419653
2003-03-25,1,0.05844330698084481
2003-03-26,1,0.04647079707150052
2003-03-27,1,0.03791693394584131
2003-03-28,1,0.11751894809435415
2003-03-31,1,-0.05144967947468717
2003-04-01,1,-0.0701089663174812
2003-04-02,1,0.03301602372284148
2003-04-03,1,-0.01739006833559296
2003-04-04,1,-0.12393466640090743
2003-04-07,1,0.06129636435459183
2003-04-08,1,-0.024486311773456802
2003-04-09,1,0.014687194578320253
2003-04-10,1,0.055084771176395306
2003-04-11,1,-0.04259271012766004
2003-04-14,1,0.05156431091392012
2003-04-15,1,-0.03154969671065037
2003-04-16,1,-0.11074206338535253
2003-04-17,1,-0.032335106340582696
2003-04-21,1,-0.09060193319761503
2003-04-22,1,-0.1403621170525762
2003-04-23,1,-0.06184899207919458
2003-04-24,1,0.06685004360855458
2003-04-25,1,-0.14974028927868085
2003-04-28,1,-0.01026000735550307
2003-04-29,1,-0.09888450779075934
2003-04-30,1,0.016926726163712682
2003-05-01,1,-0.12753457660862713
2003-05-02,1,0.01099140822232443
2003-05-05,1,-0.08484783723300869
2003-05-06,1,-0.05579648852215035
2003-05-07,1,-0.048558415888685015
2003-05-08,1,-0.19254201976729884
2003-05-09,1,-0.022532789772649636
2003-05-12,1,-0.06762967535127627
2003-05-13,1,-0.07644940263818165
2003-05-14,1,-0.04558442790531183
2003-05-15,1,0.03834778608814346
2003-05-16,1,0.045281045367208964
2003-05-19,1,0.033213397892131895
2003-05-20,1,0.04262894350046994
2003-05-21,1,0.032451501943922476
2003-05-22,1,-0.048735708608015266
2003-05-23,1,-0.04038624563869334
2003-05-27,1,-0.012881035889250915
2003-05-28,1,-0.041986306742304004
2003-05-29,1,-0.06989700309178751
2003-05-30,1,-0.09017956799979022
2003-06-02,1,0.01779607373671541
2003-06-03,1,-0.07810293787791955
2003-06-04,1,-0.0018738806099145421
2003-06-05,1,-0.1056305076610017
2003-06-06,1,0.05083616570964881
2003-06-09,1,0.016508630419044417
2003-06-10,1,0.019640879629421782
2003-06-11,1,0.008257876715864117
2003-06-12,1,0.03672202049617132
2003-06-13,1,-0.0511701405791468
2003-06-16,1,-0.01648681251855567
2003-06-17,1,0.003161213311873042
2003-06-18,1,-0.05075933635789433
2003-06-19,1,-0.15935995141563647
2003-06-20,1,0.030937910773067994
2003-06-23,1,-0.003792508693380297
2003-06-24,1,0.1198058792755655
2003-06-25,1,0.09725197505038631
2003-06-26,1,0.007662888883104373
2003-06-27,1,-0.024371606881314567
2003-06-30,1,0.09716082550016349
2003-07-01,1,0.004783708108030349
2003-07-02,1,0.07846471419434509
2003-07-03,1,0.028317941444482585
2003-07-07,1,0.05066203923687918
2003-07-08,1,-0.05166721102500611
2003-07-09,1,-0.060544529454984515
2003-07-10,1,-0.0028276798903639675
2003-07-11,1,0.07458430148854776
2003-07-14,1,-0.12264806914695131
2003-07-15,1,-0.07339144540807872
2003-07-16,1,-0.04710967328178341
2003-07-17,1,0.0005927831513880501
2003-07-18,1,0.07154038732411414
2003-07-21,1,-0.09358684191769394
2003-07-22,1,0.048782300819186816
2003-07-23,1,0.013258613310555964
2003-07-24,1,-0.07925293264418903
2003-07-25,1,-0.05903075995567615
2003-07-28,1,-0.0019295920447008805
2003-07-29,1,-0.06278880113902616
2003-07-30,1,-0.0012198765523990928
2003-07-31,1,-0.018213538634016237
2003-08-01,1,-0.04931916550789499
2003-08-04,1,0.022093270186808525
2003-08-05,1,-0.027112839990953694
2003-08-06,1,-0.016567282129550408
2003-08-07,1,0.04303751421666205
2003-08-08,1,0.11198533478679397
2003-08-11,1,0.07868716758275819
2003-08-12,1,0.03284016323220809
2003-08-13,1,-0.06819104606225868
2003-08-14,1,0.03265821630378516
2003-08-15,1,0.07802258780079946
2003-08-18,1,-0.012217964874087916
2003-08-19,1,-0.017210556112082148
2003-08-20,1,-0.055722297843971355
2003-08-21,1,-0.09558857226008736
2003-08-22,1,-0.02769502818850203
2003-08-25,1,0.041447458065487934
2003-08-26,1,0.06689364762845876
2003-08-27,1,0.08218575554874445
2003-08-28,1,-0.019945697152701006
2003-08-29,1,-0.09747854741116531
2003-09-02,1,-0.010251204547525164
2003-09-03,1,-0.025855578079831465
2003-09-04,1,-0.058360768734402144
2003-09-05,1,0.06194964716087613
2003-09-08,1,-0.03639275568524728
2003-09-09,1,-0.0648355900913575
2003-09-10,1,0.026706116903328136
2003-09-11,1,0.07575559547195335
2003-09-12,1,-0.0037826958526027393
2003-09-15,1,0.02131356090440923
2003-09-16,1,0.077838045809885
2003-09-17,1,0.04518038617942267
2003-09-18,1,0.06408176968283577
2003-09-19,1,-0.06029574662976303
2003-09-22,1,0.09563221396084988
2003-09-23,1,-0.12205265453572023
2003-09-24,1,-0.11147819335209318
2003-09-25,1,-0.1144069996410338
2003-09-26,1,0.11185212892580138
2003-09-29,1,-0.07826220095948368
2003-09-30,1,0.061260103382925354
2003-10-01,1,0.1593951272868275
2003-10-02,1,0.17478075911587862
2003-10-03,1,0.1618561078274891
2003-10-06,1,0.12128184285508793
2003-10-07,1,-0.03272507501036239
2003-10-08,1,0.11196189715030651
2003-10-09,1,-0.020172921497803056
2003-10-10,1,0.13638992465416583
2003-10-13,1,0.06638975893905684
2003-10-14,1,-0.1547276788045118
2003-10-15,1,0.06888857966049368
2003-10-16,1,-0.15047064840903038
2003-10-17,1,0.0026872239953906083
2003-10-20,1,0.14318349223055926
2003-10-21,1,-0.1390901659561803
2003-10-22,1,-0.07208237010462995
2003-10-23,1,-0.08841133452905947
2003-10-24,1,0.1772730470037892
2003-10-27,1,0.047093965084808634
2003-10-28,1,0.06763894587521531
2003-10-29,1,-0.03746863052233101
2003-10-30,1,-0.10731114627741777
2003-10-31,1,0.11677105397854035
2003-11-03,1,0.05347285975116702
2003-11-04,1,0.02024940910577066
2003-11-05,1,-0.03882302094660116
2003-11-06,1,-0.07299320348498968
2003-11-07,1,-0.1321333186938196
2003-11-10,1,-0.0958656540973025
2003-11-11,1,0.1045237613721868
2003-11-12,1,-0.018955060008088078
2003-11-13,1,-0.1211954038316473
2003-11-14,1,-0.18564329413050612
2003-11-17,1,-0.027626874428953778
2003-11-18,1,-0.016167263389808815
2003-11-19,1,0.012401357853139058
2003-11-20,1,0.03392590918245559
2003-11-21,1,0.10672453008859863
2003-11-24,1,0.09213011076219214
2003-11-25,1,0.06207527205860648
2003-11-26,1,0.14442301059580814
2003-11-28,1,0.07236883077428141
2003-12-01,1,-0.02003844161703913
2003-12-02,1,-0.1674648908018515
2003-12-03,1,-0.23857022601915898
2003-12-04,1,-0.13588110304081205
2003-12-05,1,-0.0346045776935672
2003-12-08,1,-0.17776740900405083
2003-12-09,1,-0.26428580295187554
2003-12-10,1,0.16557199699852967
2003-12-11,1,-0.054065198405407904
2003-12-12,1,-0.10322791568100989
2003-12-15,1,-0.06165291717071844
2003-12-16,1,0.07584334503119847
2003-12-17,1,0.03523380172647106
2003-12-18,1,-0.02378008679479058
2003-12-19,1,-0.14431190506632988
2003-12-22,1,-0.005637070185082406
2003-12-23,1,-0.015968667031562155
2003-12-24,1,0.09718509642493689
2003-12-26,1,0.08654772265874396
2003-12-29,1,-0.059017702566257706
2003-12-30,1,-0.07469923756593122
2003-12-31,1,0.011303518223407702
2004-01-02,1,0.059078768724456054
2004-01-05,1,0.13434077736169567
2004-01-06,1,0.0966046739135199
2004-01-07,1,0.011045980216040285
2004-01-08,1,0.060668903230808625
2004-01-09,1,0.04168542972662874
2004-01-12,1,0.02222212808349237
2004-01-13,1,0.040218353589875175
2004-01-14,1,0.021096495038226033
2004-01-15,1,0.051384172135835876
2004-01-16,1,0.09702144283084917
2004-01-20,1,-0.02416341743371512
2004-01-21,1,0.00020034096025445375
2004-01-22,1,-0.024921946979170523
2004-01-23,1,-0.04606392575855926
2004-01-26,1,-0.08186244395633623
2004-01-27,1,-0.14909123994308685
2004-01-28,1,-0.1280932071279845
2004-01-29,1,0.08192444072449992
2004-01-30,1,-0.07499239521030969
2004-02-02,1,0.009346043451937305
2004-02-03,1,-0.10964352534692598
2004-02-04,1,0.0630811217894748
2004-02-05,1,0.24305787367478615
2004-02-06,1,0.00421578137271234
2004-02-09,1,-0.018251192987653785
2004-02-10,1,0.10647355448536155
2004-02-11,1,-0.009486565182221894
2004-02-12,1,-0.1534886730028255
2004-02-13,1,0.15265702571844678
2004-02-17,1,-0.030834183431326538
2004-02-18,1,-0.1282357977370518
2004-02-19,1,-0.13339372126219395
2004-02-20,1,-0.17552295363845455
2004-02-23,1,-0.03651882673794807
2004-02-24,1,0.2091138649089872
2004-02-25,1,0.16309014445680461
2004-02-26,1,0.032990696992404485
2004-02-27,1,0.15680375356626783
2004-03-01,1,-0.06460173404909485
2004-03-02,1,-0.056697582512775214
2004-03-03,1,0.13992215528158872
2004-03-04,1,0.0028763597829285594
2004-03-05,1,-0.131077285389041
2004-03-08,1,-0.19287653558181336
2004-03-09,1,-0.20122668040488798
2004-03-10,1,-0.07933577638745036
2004-03-11,1,0.2066183899947103
2004-03-12,1,-0.1974073422507173
2004-03-15,1,0.02102485923544902
2004-03-16,1,0.20056374312092734
2004-03-17,1,-0.048667878658877686
2004-03-18,1,-0.00484938228858061
2004-03-19,1,-0.24251431696678308
2004-03-22,1,0.0014657486602712463
2004-03-23,1,-0.03611344097502511
2004-03-24,1,0.15982177568779363
2004-03-25,1,0.1267828325644936
2004-03-26,1,0.13346342637699707
2004-03-29,1,0.16416231414672122
2004-03-30,1,-0.008093258894307799
2004-03-31,1,0.012930233020405434
2004-04-01,1,0.1543620814010914
2004-04-02,1,0.04576207588757545
2004-04-05,1,-0.03522793976077758
2004-04-06,1,0.002743882621832589
2004-04-07,1,-0.04278296745877208
2004-04-08,1,-0.0468846177968309
2004-04-12,1,-0.21767220115673255
2004-04-13,1,-0.1559603155504866
2004-04-14,1,-0.07504830633727201
2004-04-15,1,0.015896191125871192
2004-04-16,1,0.08180560906722802
2004-04-19,1,-0.12673312987562652
2004-04-20,1,0.0907577766948285
2004-04-21,1,0.04247749999546067
2004-04-22,1,-0.028642972139144688
2004-04-23,1,-0.06538808871787977
2004-04-26,1,-0.11529127762137917
2004-04-27,1,-0.173097853506788
2004-04-28,1,-0.20843557396205345
2004-04-29,1,-0.09759829000686993
2004-04-30,1,0.13728703750311416
2004-05-03,1,0.11180233017256455
2004-05-04,1,0.06723912140219632
2004-05-05,1,-0.1898315997949832
2004-05-06,1,-0.11184051049433914
2004-05-07,1,-0.16903346945339046
2004-05-10,1,0.16264903932027067
2004-05-11,1,-0.018920741133571183
2004-05-12,1,-0.02180564595551705
2004-05-13,1,-0.04288116940019503
2004-05-14,1,-0.14024582890381637
2004-05-17,1,0.13643948024431263
2004-05-18,1,0.07178234870610484
2004-05-19,1,-0.039224075963611556
2004-05-20,1,0.06363798690981112
2004-05-21,1,0.08911343167158232
2004-05-24,1,0.1824422590815903
2004-05-25,1,-0.03048909212686255
2004-05-26,1,0.03151264061930279
2004-05-27,1,-0.05316524599795104
2004-05-28,1,0.13912423021932438
2004-06-01,1,-0.023241608145045025
2004-06-02,1,-0.05405907451988772
2004-06-03,1,0.031069849526722402
2004-06-04,1,0.08517137103941168
2004-06-07,1,-0.04035592393186816
2004-06-08,1,-0.07872624345995198
2004-06-09,1,0.003772748050569546
2004-06-10,1,-0.026549718303005145
2004-06-14,1,0.130524797069302
2004-06-15,1,0.027985893242856455
2004-06-16,1,-0.00838021704967388
2004-06-17,1,-0.012773251701290109
2004-06-18,1,0.013140207937087848
2004-06-21,1,0.023567665159866188
2004-06-22,1,0.1306658769486918
2004-06-23,1,0.03659232568372346
